Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/animal-shelter/animals/56997,104,50,0:00:05,0,0.00%,2.88%,$0.00 
/animal-shelter/animals/57242,104,50,0:00:06,2,0.00%,2.88%,$0.00 
/animal-shelter/animals/58380,104,50,0:00:05,1,0.00%,6.73%,$0.00 
/documents/viewDocument.php?document_id=677,104,69,0:01:18,36,30.56%,38.46%,$0.00 
/documents/viewDocument.php?document_id=9048,104,75,0:01:52,53,56.60%,47.12%,$0.00 
/documents/viewDocument.php?document_id=9840,104,91,0:02:51,19,73.68%,56.73%,$0.00 
/engineering/projects/east-10th,104,46,0:00:23,3,0.00%,6.73%,$0.00 
/give,104,89,0:02:40,59,77.97%,63.46%,$0.00 
/news/2017/07/12/986,104,49,0:00:22,24,0.00%,28.85%,$0.00 
/news/2017/08/18/2789,104,52,0:00:08,23,0.00%,41.35%,$0.00 
/news/2017/12/13/3037,104,44,0:00:49,20,0.00%,25.96%,$0.00 
/recreation/programs/10311,104,44,0:00:17,1,0.00%,11.54%,$0.00 
/sections/viewSection.php?section_id=224,104,70,0:00:43,2,100.00%,14.42%,$0.00 
/sections/viewSection.php?section_id=456,104,80,0:01:11,10,70.00%,18.27%,$0.00 
/documents/viewDocument.php?document_id=5837,103,70,0:02:01,2,50.00%,10.68%,$0.00 
/documents/viewDocument.php?document_id=5975,103,39,0:01:15,9,40.00%,21.36%,$0.00 
/documents/viewDocument.php?document_id=7847,103,89,0:01:54,5,40.00%,27.18%,$0.00 
/documents/viewDocument.php?document_id=8896,103,94,0:01:32,39,66.67%,40.78%,$0.00 
/media/media/application/pdf/3995.pdf,103,40,0:00:10,2,50.00%,5.83%,$0.00 
/recreation/programs/10147,103,40,0:01:17,5,0.00%,17.48%,$0.00 
/recreation/programs/10200,103,45,0:00:19,23,0.00%,29.13%,$0.00 
/sections/viewSection.php?section_id=395,103,80,0:01:40,11,54.55%,34.95%,$0.00 
/sections/viewSection.php?section_id=542,103,71,0:00:25,12,33.33%,20.39%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-BTB6Jo5RzxR4zHjPhgmW6cwhtIVOsUUa8BEC3s7mP_k&form_id=asm_animalsearchform&op=Search,102,20,0:00:07,0,0.00%,9.80%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-pIj_UtN6_rIlJyoYlNQCFZlO1sziP3kR7rAOB9ad3yw&form_id=asm_animalsearchform&op=Search,102,12,0:00:03,9,0.00%,5.88%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-PsAfzmEMTcdbvgvMc7XY0XnAHVtUBJvkBYlKb9OuaNk&form_id=asm_animalsearchform&op=Search,102,37,0:00:34,19,10.53%,11.76%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-u9DEr7FIujMhpKwqWe5HgFRsJPWIbJEALbv0zfIeMqI&form_id=asm_animalsearchform&op=Search,102,11,0:00:05,1,0.00%,3.92%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-wUJOO1sn1mAhP4IjvvL-c_9xL14XG5VV8eXCgwj8WfA&form_id=asm_animalsearchform&op=Search,102,11,0:00:13,4,0.00%,3.92%,$0.00 
/animal-shelter/animals/56752,102,40,0:00:06,0,0.00%,3.92%,$0.00 
/animal-shelter/animals/57565,102,47,0:00:06,0,0.00%,1.96%,$0.00 
/animal-shelter/animals/57982,102,47,0:00:17,1,0.00%,5.88%,$0.00 
/animal-shelter/animals/58308,102,44,0:00:19,7,0.00%,8.82%,$0.00 
/animal-shelter/animals/58399,102,49,0:00:07,1,0.00%,10.78%,$0.00 
/council/legislation/Resolution/2017,102,28,0:00:13,3,0.00%,9.80%,$0.00 
/documents/viewDocument.php?document_id=722,102,96,0:01:41,81,93.83%,83.33%,$0.00 
/news/2017/07/25/2740,102,50,0:00:28,25,0.00%,33.33%,$0.00 
/recreation/programs/10246,102,49,0:00:35,31,0.00%,34.31%,$0.00 
/recreation/programs/10291,102,46,0:00:13,9,0.00%,21.57%,$0.00 
/recreation/programs/10376,102,51,0:00:21,5,0.00%,21.57%,$0.00 
/search/node?keys=hours,102,48,0:00:14,1,0.00%,7.84%,$0.00 
/tapprockport,102,56,0:03:16,33,60.61%,34.31%,$0.00 
/webtrac/cgi-bin/wspd_cgi.sh/wb1000.html?wbp=1,102,38,0:00:46,31,0.00%,20.59%,$0.00 
/disabilityawarenessmonth,101,79,0:00:44,73,71.23%,70.30%,$0.00 
/documents/viewDocument.php?document_id=1248,101,74,0:01:17,0,0.00%,20.79%,$0.00 
/documents/viewDocument.php?document_id=21,101,88,0:01:35,0,0.00%,13.86%,$0.00 
/documents/viewDocument.php?document_id=2186,101,61,0:00:28,0,0.00%,10.89%,$0.00 
/documents/viewDocument.php?document_id=305,101,82,0:00:49,19,47.37%,25.74%,$0.00 
/documents/viewDocument.php?document_id=9536,101,97,0:00:56,2,50.00%,28.71%,$0.00 
/documents/viewDocument.php?document_id=9780,101,93,0:01:22,6,66.67%,22.77%,$0.00 
/m/viewPage.php?docType=document;document_id=40,101,69,0:00:56,59,22.03%,29.70%,$0.00 
/parks/parks/ambassador,101,40,0:00:18,19,0.00%,21.78%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-6D2NJ0z_Qr_CDlUvQzgjwTnt5-AKieV2AnAum_dD1Cg&form_id=asm_animalsearchform&op=Search,100,2,0:00:06,1,0.00%,1.00%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-keBhgNmbW1AzWW6yVWujqqgrpoRQnGlu25Urtgb08aA&form_id=asm_animalsearchform&op=Search,100,2,0:00:02,0,0.00%,1.00%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-nKMSAo9yltloXrTVY54pRagvHKXdtrIKb7eanI3TGkM&form_id=asm_animalsearchform&op=Search,100,4,0:00:08,0,0.00%,1.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-_6dkYUI-ho7NG-AmxWgCGgqatjHrqMMFDzMCRNN4ZAo&form_id=asm_animalsearchform&op=Search,100,6,0:00:05,0,0.00%,1.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-49tC-GODMl2mQXwVTogzS3v5pwa5S4AbGbL8fLk95J0&form_id=asm_animalsearchform&op=Search,100,18,0:00:06,15,0.00%,16.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-EJ96W7Om5bBimhgCtoEQhx3MeCbSYIpZs6kdy6FLOxQ&form_id=asm_animalsearchform&op=Search,100,7,0:00:05,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-hEVnohCC7EQsYtaq0wzv4g53R5tXaC3PDBUoGkdKNNQ&form_id=asm_animalsearchform&op=Search,100,17,0:00:10,1,0.00%,6.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-MmFzr5MrZMtv1MZKd_b7a42Jtrkso2Av1ItX4nJlFMs&form_id=asm_animalsearchform&op=Search,100,7,0:00:20,1,0.00%,3.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-s9aqCvDfRoyrmFR7O1dQGFDd8mJi2WAurtLqq7vb7ME&form_id=asm_animalsearchform&op=Search,100,12,0:00:06,10,0.00%,8.00%,$0.00 
/animal-shelter/animals/56544,100,49,0:00:07,1,0.00%,6.00%,$0.00 
/animal-shelter/animals/57617,100,47,0:00:04,2,0.00%,4.00%,$0.00 
/animal-shelter/animals/57886,100,46,0:00:06,2,0.00%,2.00%,$0.00 
/animal-shelter/animals/57950,100,44,0:00:05,3,0.00%,7.00%,$0.00 
/animal-shelter/animals/57959,100,46,0:00:05,4,0.00%,5.00%,$0.00 
/animal-shelter/animals/58189,100,47,0:00:03,0,0.00%,3.00%,$0.00 
/boards/environmental-resources,100,43,0:00:39,14,0.00%,21.00%,$0.00 
/business/start/mobile,100,29,0:00:09,7,0.00%,5.00%,$0.00 
/documents/viewDocument.php?document_id=10085,100,88,0:02:14,46,84.78%,68.00%,$0.00 
/documents/viewDocument.php?document_id=288,100,66,0:00:42,54,42.59%,51.00%,$0.00 
/documents/viewDocument.php?document_id=3227,100,87,0:02:01,65,78.46%,65.00%,$0.00 
/documents/viewDocument.php?document_id=7060,100,88,0:03:18,75,82.67%,76.00%,$0.00 
/documents/viewDocument.php?document_id=9750,100,88,0:00:34,0,0.00%,11.00%,$0.00 
/locations/lower-cascades/ballfields,100,45,0:00:27,8,0.00%,20.00%,$0.00 
/locations/rose-hill-cemetery-office,100,41,0:01:08,23,0.00%,32.00%,$0.00 
/locations/viewLocation.php?location_id=68,100,87,0:00:35,20,20.00%,40.00%,$0.00 
/mayor/speeches/2017/08/15/2782,100,47,0:01:09,12,0.00%,25.00%,$0.00 
/media/media/application/pdf/8385.pdf,100,43,0:00:54,42,19.05%,39.00%,$0.00 
/news/2017/07/13/988,100,46,0:00:24,31,0.00%,26.00%,$0.00 
/news/2017/08/15/2781,100,46,0:00:09,12,0.00%,18.00%,$0.00 
/news/2017/10/31/2952,100,47,0:00:25,29,0.00%,32.00%,$0.00 
/recreation/programs/10175,100,44,0:00:31,11,0.00%,24.00%,$0.00 
/recreation/programs/10208,100,45,0:00:25,42,0.00%,43.00%,$0.00 
/search/node?keys=HAND,100,41,0:00:21,0,0.00%,4.00%,$0.00 
/search/node?keys=parks,100,39,0:00:12,0,0.00%,1.00%,$0.00 
/sections/viewSection.php?section_id=169,100,80,0:00:58,14,42.86%,22.00%,$0.00 
/sections/viewSection.php?section_id=624,100,85,0:01:51,70,74.29%,65.00%,$0.00 
/documents/viewDocument.php?document_id=3290,99,80,0:01:20,63,68.25%,62.63%,$0.00 
/documents/viewDocument.php?document_id=904,99,90,0:01:36,16,56.25%,38.38%,$0.00 
/parks/facilities/banneker-community-center/advisory-council,99,39,0:00:40,5,0.00%,15.15%,$0.00 
/preschool-classes-and-programs,99,55,0:01:44,48,35.42%,31.31%,$0.00 
/animal-shelter/animals?species=&form_build_id=form-kitXccnr6tY8i3tAClFiwIP4qKoMsGNBdUgP0iQjZhE&form_id=asm_animalsearchform&op=Search,98,8,0:00:17,6,0.00%,6.12%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-4EOixUU_SqPb5_pFuDkxm9jHd8gC66sJDWT58ZN42CU&form_id=asm_animalsearchform&op=Search,98,23,0:00:13,22,0.00%,10.20%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-BTB6Jo5RzxR4zHjPhgmW6cwhtIVOsUUa8BEC3s7mP_k&form_id=asm_animalsearchform&op=Search,98,6,0:00:05,1,0.00%,3.06%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-8pTcbQtcW2IQbvI-cAk8NVjRTcUEVjuwbb1clVaSGQE&form_id=asm_animalsearchform&op=Search,98,12,0:00:06,6,0.00%,6.12%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-fTpfDiiz1icnspnKFjH_wYtRbr_cJUmWuzjazyxitGY&form_id=asm_animalsearchform&op=Search,98,17,0:00:07,1,0.00%,2.04%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-MImW4kKiv-Sz28bCx4fGBm33SWlCXzCH8G3wD8zVFas&form_id=asm_animalsearchform&op=Search,98,19,0:00:08,9,0.00%,10.20%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-OZGWCyfYkCfFMOoEMWpryStNu2HIqsElCQQWfkEzjX0&form_id=asm_animalsearchform&op=Search,98,4,0:00:03,0,0.00%,2.04%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-St-60JiXKhiTDvj2Dz44xNP8olSPuJT4zdZKZKntkCU&form_id=asm_animalsearchform&op=Search,98,12,0:00:06,5,0.00%,7.14%,$0.00 
/animal-shelter/animals/56274,98,45,0:00:04,0,0.00%,8.16%,$0.00 
/animal-shelter/animals/56438,98,44,0:00:05,3,0.00%,8.16%,$0.00 
/animal-shelter/animals/56825,98,44,0:00:04,1,0.00%,2.04%,$0.00 
/animal-shelter/animals/56954,98,45,0:00:06,7,0.00%,8.16%,$0.00 
/animal-shelter/animals/57346,98,46,0:00:05,1,0.00%,4.08%,$0.00 
/animal-shelter/animals/57674,98,44,0:00:31,2,0.00%,7.14%,$0.00 
/animal-shelter/animals/57717,98,46,0:00:05,0,0.00%,1.02%,$0.00 
/animal-shelter/animals/57897,98,44,0:00:08,2,0.00%,8.16%,$0.00 
/animal-shelter/animals/58054,98,44,0:00:07,1,0.00%,5.10%,$0.00 
/documents/viewDocument.php?document_id=10162,98,92,0:00:31,2,50.00%,12.24%,$0.00 
/documents/viewDocument.php?document_id=3776,98,73,0:00:49,4,75.00%,16.33%,$0.00 
/documents/viewDocument.php?document_id=6043,98,84,0:02:14,62,32.26%,33.67%,$0.00 
/documents/viewDocument.php?document_id=6635,98,83,0:01:38,17,88.24%,33.67%,$0.00 
/documents/viewDocument.php?document_id=7588,98,81,0:01:06,35,62.86%,40.82%,$0.00 
/engineering/projects/rockport,98,43,0:00:19,1,0.00%,6.12%,$0.00 
/historic,98,70,0:01:04,42,47.62%,34.69%,$0.00 
/historic-bloomington/survey,98,29,0:00:13,2,0.00%,5.10%,$0.00 
/locations/bryan-park-shelter,98,38,0:00:39,31,0.00%,26.53%,$0.00 
/search/node?keys=leaf+collection,98,44,0:00:13,0,0.00%,1.02%,$0.00 
/animal-control-commission,97,74,0:00:48,5,60.00%,14.43%,$0.00 
/calendars/?view=list&calendar_id=,97,83,0:00:34,0,0.00%,21.65%,$0.00 
"/documents/az_index.php?letterGroup=P,Q,R",97,79,0:00:22,1,0.00%,4.12%,$0.00 
/documents/viewDocument.php?document_id=10015,97,80,0:00:58,32,87.50%,45.36%,$0.00 
/documents/viewDocument.php?document_id=6942,97,81,0:02:12,3,66.67%,43.30%,$0.00 
/news/2017/06/06/862,97,44,0:00:47,32,0.00%,23.71%,$0.00 
/recreation/programs/9492,97,45,0:00:36,16,0.00%,24.74%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-MDBaUgULXSSeNrLq8Su37_fSK3D1kINLy6pGJE_ufq0&form_id=asm_animalsearchform&op=Search,96,2,0:00:03,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-sBSCYyKYRSarxToXsBcLo6gDgIy3kAdvxocac7EAkzY&form_id=asm_animalsearchform&op=Search,96,3,0:00:07,1,0.00%,2.08%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-T89PtnU_tdcj3p1Wgi0N6drn2lZd3_JpkkqALuiZvBE&form_id=asm_animalsearchform&op=Search,96,2,0:00:04,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-3DTa8kra09IJy8DrnfYsJtmqJAPgDPlkNj-4AiSvQrA&form_id=asm_animalsearchform&op=Search,96,8,0:00:03,0,0.00%,1.04%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-cN1NBBB5AT0xDPjO7lt1AYhMV7m6TW5cSSCvyqpCMvU&form_id=asm_animalsearchform&op=Search,96,17,0:00:17,3,0.00%,3.12%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-DVgcfwo2-HhHltGTpkhe6h3Q_s_AbUSCB1mpLMgwzsk&form_id=asm_animalsearchform&op=Search,96,9,0:00:10,1,0.00%,6.25%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-ED8RvsRl4O1c_eBxqOSCDf1ZJE2UPcd2N9p189oILuY&form_id=asm_animalsearchform&op=Search,96,11,0:00:05,1,0.00%,6.25%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-sYPYYS_T-SMSq3EFHTwfm5ezCwg8khj34jTQtsjEvsY&form_id=asm_animalsearchform&op=Search,96,11,0:00:04,1,0.00%,3.12%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-Z33RP-pYt6ixfndliwkpQSYbSynoluoA65_Ibpuev6k&form_id=asm_animalsearchform&op=Search,96,7,0:00:07,2,0.00%,3.12%,$0.00 
/animal-shelter/animals/57133,96,45,0:00:09,2,0.00%,12.50%,$0.00 
/animal-shelter/animals/57449,96,42,0:00:34,8,0.00%,10.42%,$0.00 
/animal-shelter/animals/57860,96,43,0:00:29,2,0.00%,8.33%,$0.00 
/documents/viewDocument.php?document_id=2439;,96,59,0:00:46,49,42.86%,47.92%,$0.00 
/environment,96,70,0:02:31,31,67.74%,39.58%,$0.00 
/locations/?locationGroup_id=9,96,47,0:00:29,30,50.00%,20.83%,$0.00 
/mayor/mayor-at-market,96,45,0:00:24,12,0.00%,25.00%,$0.00 
/news/2017/12/11/3022,96,47,0:00:24,23,0.00%,34.38%,$0.00 
/search/node?keys=gis,96,37,0:00:05,0,0.00%,2.08%,$0.00 
/search/node?keys=Puppies,96,30,0:00:07,1,0.00%,8.33%,$0.00 
/sections/viewSection.php?section_id=153,96,71,0:01:12,4,25.00%,17.71%,$0.00 
/sections/viewSection.php?section_id=310,96,56,0:02:15,43,32.56%,33.33%,$0.00 
/sections/viewSection.php?section_id=393,96,68,0:00:56,8,87.50%,14.58%,$0.00 
/search/node?keys=dogs,95,26,0:00:08,0,0.00%,7.37%,$0.00 
/search/node?keys=sailing,95,39,0:00:04,11,0.00%,16.84%,$0.00 
/sections/viewSection.php?section_id=523,95,85,0:00:46,28,75.00%,34.74%,$0.00 
/sections/viewSection.php?section_id=637,95,60,0:00:26,2,0.00%,12.63%,$0.00 
/sustainability/monroe-county-energy-challenge,95,73,0:03:55,57,73.68%,55.79%,$0.00 
/animal-shelter/animals?species=&form_build_id=form-4q2pJedwpei8AZT7un7sFZDwrdMFXBXD5-wARKK_Bvs&form_id=asm_animalsearchform&op=Search,94,1,0:00:02,0,0.00%,0.00%,$0.00 
/animal-shelter/animals?species=Cat&form_build_id=form-AavucbZsZBq343NUJjbQISMkMHJyXh4VrFNiMG_a39U&form_id=asm_animalsearchform&op=Search,94,1,0:00:16,0,0.00%,1.06%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-3exWjXPDvdkrjrRkkrQqQz4dmH46pDc6snQ4Iv9fJ4Q&form_id=asm_animalsearchform&op=Search,94,9,0:00:08,2,0.00%,5.32%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-6P_s8C8Hipa3Yb9TMnShr0cnbimnOHI8WxYnJ2LLpkM&form_id=asm_animalsearchform&op=Search,94,10,0:00:04,2,0.00%,5.32%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-bnHLFqWwH9PE3r4oUur_dUZs4domSBEPMgc29Jl6ljM&form_id=asm_animalsearchform&op=Search,94,9,0:00:05,2,0.00%,3.19%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-GUq1cGqBqMkquhFBbXU8g53SohEIYvcJ5tio97kD_fE&form_id=asm_animalsearchform&op=Search,94,12,0:00:06,0,0.00%,3.19%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-nzaR0xRAHcYZrkveuSgyBG569wUGfLX_PJmaeVQFonE&form_id=asm_animalsearchform&op=Search,94,14,0:00:06,1,0.00%,5.32%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-OZyGHJgY06j5qIaGwywHCV5SpspgCZ-KLj2k8o_9TUc&form_id=asm_animalsearchform&op=Search,94,8,0:00:04,0,0.00%,3.19%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-qWhZ3NNgdpI99uhVz4so0DTbUosPFhAN4E9_yCHPcXY&form_id=asm_animalsearchform&op=Search,94,28,0:00:32,23,0.00%,18.09%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-uVnjCDbly8g8R6hpjsO2EH0nAkm24p713ysQ1s50Dr4&form_id=asm_animalsearchform&op=Search,94,15,0:00:09,4,0.00%,5.32%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-wj1kqMDBYhFkVF0hN3yevxpLh2wA9jSyRfCesfLv8_0&form_id=asm_animalsearchform&op=Search,94,17,0:00:08,1,0.00%,2.13%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-Y1gzw-XZxSlSzZM6JZrnjVCiYTLN11rpn4iGgQ1ibEU&form_id=asm_animalsearchform&op=Search,94,26,0:00:18,22,0.00%,14.89%,$0.00 
/animal-shelter/animals/56053,94,45,0:00:23,0,0.00%,9.57%,$0.00 
/animal-shelter/animals/56151,94,37,0:00:05,0,0.00%,10.64%,$0.00 
/animal-shelter/animals/56247,94,43,0:00:10,1,0.00%,4.26%,$0.00 
/animal-shelter/animals/56459,94,45,0:00:04,1,0.00%,3.19%,$0.00 
/animal-shelter/animals/56518,94,44,0:00:04,2,0.00%,5.32%,$0.00 
/animal-shelter/animals/57188,94,36,0:00:15,5,0.00%,14.89%,$0.00 
/animal-shelter/animals/57282,94,41,0:00:34,2,0.00%,7.45%,$0.00 
/animal-shelter/animals/57352,94,47,0:00:04,0,0.00%,1.06%,$0.00 
/boards/park-commissioners/meetings/2017,94,45,0:01:26,3,0.00%,32.98%,$0.00 
/documents/viewDocument.php?document_id=10032,94,83,0:01:31,38,73.68%,46.81%,$0.00 
/documents/viewDocument.php?document_id=9778,94,90,0:02:50,28,75.00%,48.94%,$0.00 
/news/2017/06/13/876,94,43,0:00:18,13,0.00%,25.53%,$0.00 
/news/2017/12/13/3034,94,42,0:00:43,33,0.00%,41.49%,$0.00 
/recreation/programs/10180,94,35,0:01:14,24,0.00%,25.53%,$0.00 
/ruff,94,73,0:01:23,23,69.57%,27.66%,$0.00 
/utilities/special-read-agreement,94,40,0:01:10,2,50.00%,35.11%,$0.00 
/webtrac/cgi-bin/wspd_cgi.sh/wbsearch.html?xxmod=AR&xxtype=ICE,94,35,0:00:21,35,0.00%,25.53%,$0.00 
/about/trees/memorial-program,93,44,0:00:08,32,0.00%,38.71%,$0.00 
/council/meetings/2016,93,38,0:00:54,4,0.00%,24.73%,$0.00 
/documents/viewDocument.php?document_id=338,93,57,0:02:25,2,50.00%,35.48%,$0.00 
/documents/viewDocument.php?document_id=5948,93,70,0:02:04,46,65.22%,55.91%,$0.00 
/documents/viewDocument.php?document_id=8268,93,65,0:01:08,21,14.29%,12.90%,$0.00 
/documents/viewDocument.php?document_id=9433,93,85,0:00:34,37,91.89%,48.39%,$0.00 
/documents/viewDocument.php?document_id=9451,93,81,0:01:42,29,65.52%,31.18%,$0.00 
/energydashboard,93,63,0:01:30,43,55.81%,44.09%,$0.00 
/recreation/camps/sailing,93,39,0:00:24,2,0.00%,8.60%,$0.00 
/search/node?keys=Dog,93,30,0:00:06,2,0.00%,10.75%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-GwbeA4qAJuzXWalGt8Ake2PnVzttEoNsmCNQ_25qxjM&form_id=asm_animalsearchform&op=Search,92,13,0:00:13,3,0.00%,4.35%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-l_v_V6dk0EHlBu985-CRZe8RNzAS605-oc__rvTK8Fo&form_id=asm_animalsearchform&op=Search,92,14,0:00:25,9,0.00%,8.70%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-njhhoSD1DhCGmjeCaUR_NubyCaMyHnazEA7srNVG9y0&form_id=asm_animalsearchform&op=Search,92,8,0:00:18,0,0.00%,6.52%,$0.00 
/animal-shelter/animals/55914,92,39,0:00:08,6,0.00%,11.96%,$0.00 
/animal-shelter/animals/56284,92,45,0:00:04,0,0.00%,0.00%,$0.00 
/animal-shelter/animals/56941,92,42,0:00:07,0,0.00%,0.00%,$0.00 
/animal-shelter/animals/57047,92,43,0:00:06,3,0.00%,10.87%,$0.00 
/animal-shelter/animals/57110,92,42,0:00:10,0,0.00%,5.43%,$0.00 
/animal-shelter/animals/57517,92,36,0:00:07,0,0.00%,7.61%,$0.00 
/animal-shelter/animals/57978,92,46,0:00:05,1,0.00%,1.09%,$0.00 
/animal-shelter/animals/58154,92,43,0:00:05,0,0.00%,2.17%,$0.00 
/council/minutes/2017,92,29,0:00:36,6,0.00%,11.96%,$0.00 
/documents/viewDocument.php?document_id=10161,92,78,0:00:30,8,37.50%,28.26%,$0.00 
/documents/viewDocument.php?document_id=3008,92,67,0:02:44,55,67.27%,61.96%,$0.00 
/documents/viewDocument.php?document_id=529,92,73,0:01:00,6,66.67%,23.91%,$0.00 
/documents/viewDocument.php?document_id=9926,92,78,0:01:35,4,75.00%,28.26%,$0.00 
/news/2017/07/27/2746,92,44,0:01:05,17,0.00%,20.65%,$0.00 
/node/2812,92,36,0:00:43,11,0.00%,23.91%,$0.00 
/recreation/programs/10191,92,42,0:00:11,38,0.00%,40.22%,$0.00 
/recreation/programs/10220,92,42,0:00:24,4,0.00%,11.96%,$0.00 
/sections/viewSection.php?section_id=181,92,79,0:02:10,4,25.00%,46.74%,$0.00 
/sections/viewSection.php?section_id=651,92,73,0:00:55,8,62.50%,21.74%,$0.00 
/boards/hearing-officer,91,41,0:00:45,15,0.00%,16.48%,$0.00 
/documents/viewDocument.php?document_id=4371,91,12,0:00:19,0,0.00%,3.30%,$0.00 
/documents/viewDocument.php?document_id=682,91,75,0:00:39,4,50.00%,9.89%,$0.00 
/documents/viewDocument.php?document_id=8790,91,82,0:01:02,2,50.00%,7.69%,$0.00 
/documents/viewDocument.php?document_id=9884,91,82,0:00:35,6,50.00%,14.29%,$0.00 
/locations/viewLocation.php?location_id=71,91,60,0:00:21,28,42.86%,32.97%,$0.00 
/sections/viewSection.php?section_id=417,91,50,0:01:34,19,52.63%,20.88%,$0.00 
/10thsidewalk,90,44,0:00:57,32,40.62%,30.00%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-lEIsp-twN4zW3JqVRo5abOgW95w-6LSHS3zb5i3QVAI&form_id=asm_animalsearchform&op=Search,90,9,0:00:12,0,0.00%,4.44%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-x2wzG2c80TYtb1MSPsD1GSZiMGY45HwI9XzjuyxuFRY&form_id=asm_animalsearchform&op=Search,90,13,0:00:06,6,0.00%,7.78%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-yN8JVqHAaZbO1bdfwQYI8oXyPNwg6tepdrqSlQMZ32c&form_id=asm_animalsearchform&op=Search,90,20,0:00:07,0,0.00%,6.67%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-Z2C89pWcrXT_8-DGDQz-j-DLVL7wMIR3REy-Bu_tJjQ&form_id=asm_animalsearchform&op=Search,90,7,0:00:22,2,0.00%,4.44%,$0.00 
/animal-shelter/animals?species=Dog&form_build_id=form-zuaKea5lj365mH8Pw__rPYuGLZ50UvqsTLUJnJUY3MI&form_id=asm_animalsearchform&op=Search,90,11,0:00:10,1,0.00%,3.33%,$0.00 
/animal-shelter/animals/57059,90,44,0:00:02,1,0.00%,3.33%,$0.00 
/animal-shelter/animals/57374,90,41,0:00:07,0,0.00%,4.44%,$0.00 
/animal-shelter/animals/57418,90,41,0:00:08,0,0.00%,3.33%,$0.00 
/business/districts/cred,90,28,0:01:19,12,0.00%,16.67%,$0.00 
/business/living-wage/faq-employees,90,44,0:00:18,1,0.00%,7.78%,$0.00 
/documents/viewDocument.php?document_id=284,90,75,0:01:28,43,55.81%,41.11%,$0.00 
/documents/viewDocument.php?document_id=3489,90,68,0:01:18,54,70.37%,63.33%,$0.00 
/documents/viewDocument.php?document_id=7165,90,53,0:02:10,16,50.00%,41.11%,$0.00 
/documents/viewDocument.php?document_id=9317,90,28,0:01:54,0,0.00%,14.44%,$0.00 
/mlk-legacy-award,90,39,0:00:44,29,0.00%,28.89%,$0.00 
/news/2017/05/25/758,90,39,0:00:47,26,0.00%,32.22%,$0.00 
/recreation/programs/10199,90,39,0:00:21,35,0.00%,41.11%,$0.00 
/alpha/,89,45,0:00:10,15,0.00%,10.11%,$0.00 
/documents/viewDocument.php?document_id=132,89,69,0:01:56,17,47.06%,47.19%,$0.00 
